AreaCode,AreaName,CategoryAttribute,Denominator,Factor,HighestPriorityNotificationType,IndicatorCode,IndicatorName,IndicatorShortName,LowerConfidenceLimit,MetricCategoryName,MetricCategoryTypeName,NotificationCount,Numerator,TimePeriodName,UpperConfidenceLimit,Value,ValueNote
E54000032,NHS Kent and Medway Integrated Care Board,Persons,546430,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.19,18-39,Age group,0,1120,To June 2024,0.22,0.2,
E54000032,NHS Kent and Medway Integrated Care Board,Male,262550,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),3.46,40-59,Age group,0,9260,To June 2024,3.6,3.53,
E54000032,NHS Kent and Medway Integrated Care Board,Female,262975,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),1.58,40-59,Age group,0,4290,To June 2024,1.68,1.63,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,525525,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),2.54,40-59,Age group,0,13550,To June 2024,2.62,2.58,
E54000032,NHS Kent and Medway Integrated Care Board,Male,196035,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),18,60-79,Age group,0,35620,To June 2024,18.34,18.17,
E54000032,NHS Kent and Medway Integrated Care Board,Female,210840,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.2,60-79,Age group,0,17540,To June 2024,8.44,8.32,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,406875,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),12.96,60-79,Age group,0,53160,To June 2024,13.17,13.06,
E54000032,NHS Kent and Medway Integrated Care Board,Male,44480,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),36.58,80+,Age group,0,16470,To June 2024,37.47,37.02,
E54000032,NHS Kent and Medway Integrated Care Board,Female,62745,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),24.51,80+,Age group,0,15590,To June 2024,25.18,24.85,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,107225,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),29.62,80+,Age group,0,32060,To June 2024,30.17,29.9,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,242460,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.03,1 - most deprived,Deprivation quintile,0,14845,To June 2024,6.22,6.12,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,282815,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.97,2,Deprivation quintile,0,19970,To June 2024,7.16,7.06,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,347745,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.79,3,Deprivation quintile,0,23890,To June 2024,6.95,6.87,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,343715,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.86,4,Deprivation quintile,0,23885,To June 2024,7.03,6.95,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,261255,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.51,5 - least deprived,Deprivation quintile,0,17260,To June 2024,6.7,6.61,
E54000032,NHS Kent and Medway Integrated Care Board,Female,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),4.17,Female,Sex - Age Standardised,0,,To June 2024,4.25,4.21,Numerators and Denominators are not provided for Age Standardisation.
E54000032,NHS Kent and Medway Integrated Care Board,Male,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.14,Male,Sex - Age Standardised,0,,To June 2024,8.27,8.2,Numerators and Denominators are not provided for Age Standardisation.
E54000032,NHS Kent and Medway Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.05,Persons,Sex - Age Standardised,0,,To June 2024,6.12,6.09,Numerators and Denominators are not provided for Age Standardisation.
E54000032,NHS Kent and Medway Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.17,1 - most deprived,Deprivation quintile - Age Standardised,0,,To June 2024,7.41,7.29,Numerators and Denominators are not provided for Age Standardisation.
E54000032,NHS Kent and Medway Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.6,2,Deprivation quintile - Age Standardised,0,,To June 2024,6.79,6.7,Numerators and Denominators are not provided for Age Standardisation.
E54000032,NHS Kent and Medway Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),5.83,3,Deprivation quintile - Age Standardised,0,,To June 2024,5.98,5.9,Numerators and Denominators are not provided for Age Standardisation.
E54000032,NHS Kent and Medway Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),5.6,4,Deprivation quintile - Age Standardised,0,,To June 2024,5.74,5.67,Numerators and Denominators are not provided for Age Standardisation.
E54000032,NHS Kent and Medway Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),5.07,5 - least deprived,Deprivation quintile - Age Standardised,0,,To June 2024,5.23,5.15,Numerators and Denominators are not provided for Age Standardisation.
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,1474010,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.91,Persons,Sex,0,117295,To June 2024,8,7.96,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Female,737625,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.18,Female,Sex,0,45965,To June 2024,6.29,6.23,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Male,736385,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),9.62,Male,Sex,0,71330,To June 2024,9.75,9.69,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Male,260680,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.28,18-39,Age group,0,770,To June 2024,0.32,0.3,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Female,249955,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.19,18-39,Age group,0,530,To June 2024,0.23,0.21,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,510635,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.24,18-39,Age group,0,1300,To June 2024,0.27,0.25,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Male,239035,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),4.44,40-59,Age group,0,10815,To June 2024,4.61,4.53,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Female,228995,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),2.28,40-59,Age group,0,5370,To June 2024,2.41,2.34,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,468030,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),3.41,40-59,Age group,0,16185,To June 2024,3.51,3.46,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Male,194960,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),21.32,60-79,Age group,0,41915,To June 2024,21.68,21.5,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Female,201250,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),11.11,60-79,Age group,0,22645,To June 2024,11.39,11.25,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,396215,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),16.18,60-79,Age group,0,64560,To June 2024,16.41,16.29,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Male,41705,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),42.27,80+,Age group,0,17825,To June 2024,43.22,42.75,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Female,57425,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),29.97,80+,Age group,0,17425,To June 2024,30.72,30.34,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,99130,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),35.26,80+,Age group,0,35250,To June 2024,35.86,35.56,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,438910,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.43,1 - most deprived,Deprivation quintile,0,32935,To June 2024,7.58,7.5,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,271930,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.23,2,Deprivation quintile,0,22675,To June 2024,8.44,8.34,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,224000,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.5,3,Deprivation quintile,0,19305,To June 2024,8.74,8.62,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,295710,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.53,4,Deprivation quintile,0,25520,To June 2024,8.73,8.63,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,210185,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.27,5 - least deprived,Deprivation quintile,0,17640,To June 2024,8.51,8.39,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Female,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),5.5,Female,Sex - Age Standardised,0,,To June 2024,5.6,5.55,Numerators and Denominators are not provided for Age Standardisation.
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Male,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),9.71,Male,Sex - Age Standardised,0,,To June 2024,9.85,9.78,Numerators and Denominators are not provided for Age Standardisation.
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.54,Persons,Sex - Age Standardised,0,,To June 2024,7.62,7.58,Numerators and Denominators are not provided for Age Standardisation.
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),9.49,1 - most deprived,Deprivation quintile - Age Standardised,0,,To June 2024,9.7,9.6,Numerators and Denominators are not provided for Age Standardisation.
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.69,2,Deprivation quintile - Age Standardised,0,,To June 2024,7.89,7.79,Numerators and Denominators are not provided for Age Standardisation.
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.83,3,Deprivation quintile - Age Standardised,0,,To June 2024,7.03,6.93,Numerators and Denominators are not provided for Age Standardisation.
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.46,4,Deprivation quintile - Age Standardised,0,,To June 2024,6.62,6.54,Numerators and Denominators are not provided for Age Standardisation.
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),5.97,5 - least deprived,Deprivation quintile - Age Standardised,0,,To June 2024,6.15,6.06,Numerators and Denominators are not provided for Age Standardisation.
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Persons,981840,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.32,Persons,Sex,0,62545,To June 2024,6.42,6.37,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Female,486825,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),4.81,Female,Sex,0,23725,To June 2024,4.93,4.87,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Male,495010,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.77,Male,Sex,0,38820,To June 2024,7.92,7.84,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Male,198525,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.22,18-39,Age group,0,475,To June 2024,0.26,0.24,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Female,182680,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.15,18-39,Age group,0,305,To June 2024,0.19,0.17,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Persons,381200,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.19,18-39,Age group,0,780,To June 2024,0.22,0.2,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Male,158905,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),3.6,40-59,Age group,0,5875,To June 2024,3.79,3.7,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Female,152835,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),1.64,40-59,Age group,0,2610,To June 2024,1.77,1.71,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Persons,311740,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),2.66,40-59,Age group,0,8480,To June 2024,2.78,2.72,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Male,113350,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),19.74,60-79,Age group,0,22640,To June 2024,20.21,19.97,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Female,118055,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),9.24,60-79,Age group,0,11100,To June 2024,9.57,9.4,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Persons,231405,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),14.44,60-79,Age group,0,33740,To June 2024,14.72,14.58,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Male,24235,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),39.93,80+,Age group,0,9825,To June 2024,41.17,40.55,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Female,33255,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),28.73,80+,Age group,0,9720,To June 2024,29.71,29.22,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Persons,57490,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),33.61,80+,Age group,0,19545,To June 2024,34.38,34,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Persons,118825,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),5.86,1 - most deprived,Deprivation quintile,0,7115,To June 2024,6.12,5.99,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Persons,173300,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),5.8,2,Deprivation quintile,0,10245,To June 2024,6.02,5.91,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Persons,155270,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.96,3,Deprivation quintile,0,11000,To June 2024,7.21,7.08,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Persons,226345,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.38,4,Deprivation quintile,0,16955,To June 2024,7.6,7.49,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Persons,238180,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.33,5 - least deprived,Deprivation quintile,0,17705,To June 2024,7.54,7.43,
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Female,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),4.75,Female,Sex - Age Standardised,0,,To June 2024,4.88,4.81,Numerators and Denominators are not provided for Age Standardisation.
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Male,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.93,Male,Sex - Age Standardised,0,,To June 2024,9.12,9.02,Numerators and Denominators are not provided for Age Standardisation.
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.78,Persons,Sex - Age Standardised,0,,To June 2024,6.89,6.83,Numerators and Denominators are not provided for Age Standardisation.
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.61,1 - most deprived,Deprivation quintile - Age Standardised,0,,To June 2024,9.02,8.81,Numerators and Denominators are not provided for Age Standardisation.
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.48,2,Deprivation quintile - Age Standardised,0,,To June 2024,7.78,7.63,Numerators and Denominators are not provided for Age Standardisation.
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.82,3,Deprivation quintile - Age Standardised,0,,To June 2024,7.08,6.95,Numerators and Denominators are not provided for Age Standardisation.
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.14,4,Deprivation quintile - Age Standardised,0,,To June 2024,6.33,6.23,Numerators and Denominators are not provided for Age Standardisation.
E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),5.89,5 - least deprived,Deprivation quintile - Age Standardised,0,,To June 2024,6.07,5.98,Numerators and Denominators are not provided for Age Standardisation.
E54000013,NHS Lincolnshire Integrated Care Board,Persons,653675,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.47,Persons,Sex,0,55815,To June 2024,8.61,8.54,
E54000013,NHS Lincolnshire Integrated Care Board,Female,331245,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.65,Female,Sex,0,22315,To June 2024,6.82,6.74,
E54000013,NHS Lincolnshire Integrated Care Board,Male,322430,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),10.28,Male,Sex,0,33500,To June 2024,10.5,10.39,
E54000013,NHS Lincolnshire Integrated Care Board,Male,104135,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.25,18-39,Age group,0,295,To June 2024,0.32,0.28,
E54000013,NHS Lincolnshire Integrated Care Board,Female,100585,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.2,18-39,Age group,0,230,To June 2024,0.26,0.23,
E54000013,NHS Lincolnshire Integrated Care Board,Persons,204720,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),0.24,18-39,Age group,0,525,To June 2024,0.28,0.26,
E54000013,NHS Lincolnshire Integrated Care Board,Male,101355,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),4.09,40-59,Age group,0,4275,To June 2024,4.34,4.22,
E54000013,NHS Lincolnshire Integrated Care Board,Female,101995,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),2.25,40-59,Age group,0,2385,To June 2024,2.43,2.34,
E54000013,NHS Lincolnshire Integrated Care Board,Persons,203350,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),3.2,40-59,Age group,0,6660,To June 2024,3.35,3.27,
E54000013,NHS Lincolnshire Integrated Care Board,Male,94585,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),20.62,60-79,Age group,0,19745,To June 2024,21.13,20.87,
E54000013,NHS Lincolnshire Integrated Care Board,Female,99445,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),10.67,60-79,Age group,0,10800,To June 2024,11.06,10.86,
E54000013,NHS Lincolnshire Integrated Care Board,Persons,194030,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),15.58,60-79,Age group,0,30545,To June 2024,15.91,15.74,
E54000013,NHS Lincolnshire Integrated Care Board,Male,22360,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),40.45,80+,Age group,0,9190,To June 2024,41.74,41.09,
E54000013,NHS Lincolnshire Integrated Care Board,Female,29220,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),29.91,80+,Age group,0,8895,To June 2024,30.97,30.44,
E54000013,NHS Lincolnshire Integrated Care Board,Persons,51580,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),34.65,80+,Age group,0,18085,To June 2024,35.47,35.06,
E54000013,NHS Lincolnshire Integrated Care Board,Persons,97440,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),9.06,1 - most deprived,Deprivation quintile,0,9000,To June 2024,9.42,9.24,
E54000013,NHS Lincolnshire Integrated Care Board,Persons,147245,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.71,2,Deprivation quintile,0,13035,To June 2024,9,8.85,
E54000013,NHS Lincolnshire Integrated Care Board,Persons,129410,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),9.01,3,Deprivation quintile,0,11865,To June 2024,9.33,9.17,
E54000013,NHS Lincolnshire Integrated Care Board,Persons,134160,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),9.03,4,Deprivation quintile,0,12325,To June 2024,9.34,9.19,
E54000013,NHS Lincolnshire Integrated Care Board,Persons,104485,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.9,5 - least deprived,Deprivation quintile,0,9480,To June 2024,9.25,9.07,
E54000013,NHS Lincolnshire Integrated Care Board,Female,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),5.34,Female,Sex - Age Standardised,0,,To June 2024,5.48,5.41,Numerators and Denominators are not provided for Age Standardisation.
E54000013,NHS Lincolnshire Integrated Care Board,Male,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),9.21,Male,Sex - Age Standardised,0,,To June 2024,9.42,9.31,Numerators and Denominators are not provided for Age Standardisation.
E54000013,NHS Lincolnshire Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.22,Persons,Sex - Age Standardised,0,,To June 2024,7.34,7.28,Numerators and Denominators are not provided for Age Standardisation.
E54000013,NHS Lincolnshire Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),8.53,1 - most deprived,Deprivation quintile - Age Standardised,0,,To June 2024,8.89,8.71,Numerators and Denominators are not provided for Age Standardisation.
E54000013,NHS Lincolnshire Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),7.28,2,Deprivation quintile - Age Standardised,0,,To June 2024,7.54,7.41,Numerators and Denominators are not provided for Age Standardisation.
E54000013,NHS Lincolnshire Integrated Care Board,Persons,,,,CVDP001CVD,Prevalence of GP recorded cardiovascular disease (wide definition).,CVD: Prevalence (CVDP001CVD),6.91,3,Deprivation quintile - Age Standardised,0,,To June 2024,7.17,7.04,Numerators and Denominators are not provided for Age Standardisation.
